"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ID_2_127475562",210.947242706798,-1.00619207537777,0.196348165271297,1.59468021803749e-08,3.46462677525006e-05
"ERVB7_1-LTR_MM_12_12430739",13.8950217259702,-1.02571792341582,0.42846188219088,0.000660805941724461,0.0356179446909651
"B1_Mus2_12_83859105",14.2011476780045,-1.06326503676123,0.422807346548735,0.000513057482708922,0.0316392915756131
"Tigger18a_2_127475364",473.092259739236,-1.09157609622027,0.243355343673781,3.58814911109248e-07,0.0003619417267632
"BC1_Mm_16_33590862",23.1663944394172,-1.14729255652452,0.306703171391704,9.62129044642196e-06,0.00346943331948007
"L1MdF_IV_2_105711771",15.8687933177114,-1.17759517163174,0.398891491142926,0.000142491726776391,0.016699320875819
"(TAGA)n_2_57935223",21.3086543229247,-1.20702467370319,0.376084569264886,5.83869239791519e-05,0.0104550450142267
"L1MC4_4_46686523",15.3433563707846,-1.22233475329595,0.389290299081076,7.71050326875322e-05,0.0120317930565009
"(A)n_16_13927934",14.1303391750449,-1.22853462387365,0.541213066362132,0.000786858384207229,0.0383834683999119
"B1_Mus1_4_155867531",59.7607436482414,-1.25561253966712,0.214042003152524,2.47106520843674e-10,3.48963828735437e-06
"B1_Mm_9_120011656",15.0685701823673,-1.31494329404627,0.419989188747072,8.18208650395589e-05,0.0126126848891713
"LSU-rRNA_Hsa_8_15569774",387.056886694377,-1.55500767295459,0.287810848219193,2.88848161335216e-09,1.63164549375037e-05
"L1MdGf_I_10_114653457",24.6578611023373,-2.52281596703408,0.768327960818257,3.30771304780877e-05,0.00742215202927876
